BEKB,EURONEXT - EURONEXT BRUSSELS
STF,EURONEXT - EURONEXT PARIS
STMN,SIX SWISS EXCHANGE
ELPE,ATHENS EXCHANGE S.A. CASH MARKET
BGEO,LONDON STOCK EXCHANGE
UNI,BOLSA DE MADRID
BC,ELECTRONIC SHARE MARKET
A2A,ELECTRONIC SHARE MARKET
SCMN,SIX SWISS EXCHANGE
KBC,EURONEXT - EURONEXT BRUSSELS
CVSG,LONDON STOCK EXCHANGE
ERA,EURONEXT - EURONEXT PARIS
AKBNK.E,BORSA ISTANBUL - EQUITY MARKET
AFRY,NASDAQ STOCKHOLM AB
PTEC,LONDON STOCK EXCHANGE
ARCLK.E,BORSA ISTANBUL - EQUITY MARKET
SOW,XETRA
AJB,LONDON STOCK EXCHANGE
AKCNS.E,BORSA ISTANBUL - EQUITY MARKET
ACE,ELECTRONIC SHARE MARKET
ACA,EURONEXT - EURONEXT PARIS
ELG,XETRA
BALD B,NASDAQ STOCKHOLM AB
SII,EURONEXT - EURONEXT PARIS
ALC,SIX SWISS EXCHANGE
MOVE,SIX SWISS EXCHANGE
CARM,EURONEXT - EURONEXT PARIS
YSN,XETRA
PKN,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
AKSEN.E,BORSA ISTANBUL - EQUITY MARKET
ISCTR.E,BORSA ISTANBUL - EQUITY MARKET
KEMIRA,NASDAQ HELSINKI LTD
KCHOL.E,BORSA ISTANBUL - EQUITY MARKET
PRX,EURONEXT - EURONEXT AMSTERDAM
FLNG,OSLO BORS ASA
TRNFP,MOSCOW EXCHANGE - ALL MARKETS
FPE3,XETRA
MYCR,NASDAQ STOCKHOLM AB
SIX2,XETRA
AFX,XETRA
BC8,XETRA
FROTO.E,BORSA ISTANBUL - EQUITY MARKET
KWS,XETRA
NRO,EURONEXT - EURONEXT PARIS
SANOMA,NASDAQ HELSINKI LTD
BWLPG,OSLO BORS ASA
TUPRS.E,BORSA ISTANBUL - EQUITY MARKET
VALMT,NASDAQ HELSINKI LTD
VAIAS,NASDAQ HELSINKI LTD
VID,BOLSA DE MADRID
PNDORA,NASDAQ COPENHAGEN A/S
TEP,LONDON STOCK EXCHANGE
WALL B,NASDAQ STOCKHOLM AB
AERO,SIX SWISS EXCHANGE
ARION,NASDAQ ICELAND HF.
ANDR,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
DEQ,XETRA
TKA,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
ANTIN,EURONEXT - EURONEXT PARIS
NZYM B,NASDAQ COPENHAGEN A/S
HWDN,LONDON STOCK EXCHANGE
FEVR,LONDON STOCK EXCHANGE
APPS,BOLSA DE MADRID
AMUN,EURONEXT - EURONEXT PARIS
SAP,XETRA
SCATC,OSLO BORS ASA
NDX1,XETRA
AZN,LONDON STOCK EXCHANGE
CLNX,BOLSA DE MADRID
ITX,BOLSA DE MADRID
AMP,ELECTRONIC SHARE MARKET
ZAL,XETRA
AMS,SIX SWISS EXCHANGE
VITR,NASDAQ STOCKHOLM AB
CRE,LONDON STOCK EXCHANGE
MOH,ATHENS EXCHANGE S.A. CASH MARKET
HEM,NASDAQ STOCKHOLM AB
TPEIR,ATHENS EXCHANGE S.A. CASH MARKET
GAMA,LONDON STOCK EXCHANGE
KPN,EURONEXT - EURONEXT AMSTERDAM
AGS,EURONEXT - EURONEXT BRUSSELS
CDR,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
SYAB,XETRA
WKP,LONDON STOCK EXCHANGE
PPC,ATHENS EXCHANGE S.A. CASH MARKET
AWE,LONDON STOCK EXCHANGE
UMG,EURONEXT - EURONEXT AMSTERDAM
AENA,BOLSA DE MADRID
KBX,XETRA
ING,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
INW,ELECTRONIC SHARE MARKET
TROAX,NASDAQ STOCKHOLM AB
SWON,SIX SWISS EXCHANGE
BRBY,LONDON STOCK EXCHANGE
SHA,XETRA
EPR,OSLO BORS ASA
IMCD,EURONEXT - EURONEXT AMSTERDAM
HLN,LONDON STOCK EXCHANGE
DB1,XETRA
G24,XETRA
MAB,LONDON STOCK EXCHANGE
IHG,LONDON STOCK EXCHANGE
ACLN,SIX SWISS EXCHANGE
MRO,LONDON STOCK EXCHANGE
GRNG,NASDAQ STOCKHOLM AB
SCT,LONDON STOCK EXCHANGE
ASCL,LONDON STOCK EXCHANGE
GALP,OPERADOR DE MERCADO IBERICO DE ENERGIA - PORTUGAL
COP,XETRA
PLX,EURONEXT - EURONEXT PARIS
QTCOM,NASDAQ HELSINKI LTD
BRE,ELECTRONIC SHARE MARKET
HSX,LONDON STOCK EXCHANGE
OTKAR.E,BORSA ISTANBUL - EQUITY MARKET
YAR,OSLO BORS ASA
ELI,EURONEXT - EURONEXT BRUSSELS
BGN,ELECTRONIC SHARE MARKET
ROCK B,NASDAQ COPENHAGEN A/S
KTY,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
RMV,LONDON STOCK EXCHANGE
BVI,EURONEXT - EURONEXT PARIS
PGSUS.E,BORSA ISTANBUL - EQUITY MARKET
SOBI,NASDAQ STOCKHOLM AB
LXS,XETRA
UQA,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
LNZ,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
WIE,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
LIGHT,EURONEXT - EURONEXT AMSTERDAM
UMI,EURONEXT - EURONEXT BRUSSELS
ACKB,EURONEXT - EURONEXT BRUSSELS
GBLB,EURONEXT - EURONEXT BRUSSELS
TESB,EURONEXT - EURONEXT BRUSSELS
TTALO,NASDAQ HELSINKI LTD
PHP,LONDON STOCK EXCHANGE
BEI,XETRA
MBG,XETRA
COPN,SIX SWISS EXCHANGE
FRE,XETRA
RHM,XETRA
TEG,XETRA
BKT,BOLSA DE MADRID
NTGY,BOLSA DE MADRID
CAF,BOLSA DE MADRID
ENO,BOLSA DE MADRID
PSG,BOLSA DE MADRID
AC,EURONEXT - EURONEXT PARIS
SAF,EURONEXT - EURONEXT PARIS
BB,EURONEXT - EURONEXT PARIS
BN,EURONEXT - EURONEXT PARIS
CAP,EURONEXT - EURONEXT PARIS
VIV,EURONEXT - EURONEXT PARIS
GLE,EURONEXT - EURONEXT PARIS
RUI,EURONEXT - EURONEXT PARIS
LR,EURONEXT - EURONEXT PARIS
UN0,XETRA
TEP,EURONEXT - EURONEXT PARIS
SU,EURONEXT - EURONEXT PARIS
TTE,EURONEXT - EURONEXT PARIS
ABF,LONDON STOCK EXCHANGE
GL9,IRISH STOCK EXCHANGE - ALL MARKET
BDEV,LONDON STOCK EXCHANGE
BKG,LONDON STOCK EXCHANGE
BP.,LONDON STOCK EXCHANGE
GRI,LONDON STOCK EXCHANGE
GPE,LONDON STOCK EXCHANGE
MTO,LONDON STOCK EXCHANGE
MEL,BOLSA DE MADRID
IMI,LONDON STOCK EXCHANGE
PAGE,LONDON STOCK EXCHANGE
CEC,XETRA
VOD,LONDON STOCK EXCHANGE
RSW,LONDON STOCK EXCHANGE
CEZ,PRAGUE STOCK EXCHANGE
SGE,LONDON STOCK EXCHANGE
SBRY,LONDON STOCK EXCHANGE
MERY,EURONEXT - EURONEXT PARIS
SGRO,LONDON STOCK EXCHANGE
SMDS,LONDON STOCK EXCHANGE
CTEC,LONDON STOCK EXCHANGE
IAG,LONDON STOCK EXCHANGE
WEIR,LONDON STOCK EXCHANGE
BCVN,SIX SWISS EXCHANGE
FORN,SIX SWISS EXCHANGE
ISN,SIX SWISS EXCHANGE
VATN,SIX SWISS EXCHANGE
LLBN,SIX SWISS EXCHANGE
SLHN,SIX SWISS EXCHANGE
UHR,SIX SWISS EXCHANGE
NLBR,LJUBLJANA STOCK EXCHANGE (OFFICIAL MARKET)
GXI,XETRA
BORR,OSLO BORS ASA
LXI,LONDON STOCK EXCHANGE
SCF,ELECTRONIC SHARE MARKET
PROX,EURONEXT - EURONEXT BRUSSELS
GLEN,LONDON STOCK EXCHANGE
DOM,NASDAQ STOCKHOLM AB
PGE,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
CNA,LONDON STOCK EXCHANGE
S92,XETRA
ALMB,NASDAQ COPENHAGEN A/S
DANSKE,NASDAQ COPENHAGEN A/S
INRN,SIX SWISS EXCHANGE
RBREW,NASDAQ COPENHAGEN A/S
SBMO,EURONEXT - EURONEXT AMSTERDAM
NIBE B,NASDAQ STOCKHOLM AB
KINV B,NASDAQ STOCKHOLM AB
INGA,EURONEXT - EURONEXT AMSTERDAM
AXFO,NASDAQ STOCKHOLM AB
DOM,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
ELK,OSLO BORS ASA
ODF,OSLO BORS ASA
SAHOL.E,BORSA ISTANBUL - EQUITY MARKET
BZU,ELECTRONIC SHARE MARKET
UNI,ELECTRONIC SHARE MARKET
ENOG,LONDON STOCK EXCHANGE
SCA B,NASDAQ STOCKHOLM AB
HOLM B,NASDAQ STOCKHOLM AB
CAMX,NASDAQ STOCKHOLM AB
HM B,NASDAQ STOCKHOLM AB
JM,NASDAQ STOCKHOLM AB
BIOA B,NASDAQ STOCKHOLM AB
A5G,IRISH STOCK EXCHANGE - ALL MARKET
VTY,LONDON STOCK EXCHANGE
DMP,XETRA
NDA FI,NASDAQ HELSINKI LTD
CCH,LONDON STOCK EXCHANGE
TRI,EURONEXT - EURONEXT PARIS
ALFEN,EURONEXT - EURONEXT AMSTERDAM
UTDI,XETRA
ZV,ELECTRONIC SHARE MARKET
GEST,BOLSA DE MADRID
FDR,BOLSA DE MADRID
TKWY,EURONEXT - EURONEXT AMSTERDAM
KOG,OSLO BORS ASA
BARN,SIX SWISS EXCHANGE
EKTA B,NASDAQ STOCKHOLM AB
HBR,LONDON STOCK EXCHANGE
AKRBP,OSLO BORS ASA
SNI,OSLO BORS ASA
OPL,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
AML,LONDON STOCK EXCHANGE
PNE3,XETRA
FORTUM,NASDAQ HELSINKI LTD
LMP,LONDON STOCK EXCHANGE
BRG,OSLO BORS ASA
ANTO,LONDON STOCK EXCHANGE
SAN,EURONEXT - EURONEXT PARIS
BILI A,NASDAQ STOCKHOLM AB
JET2,LONDON STOCK EXCHANGE
WDP,EURONEXT - EURONEXT BRUSSELS
ENKAI.E,BORSA ISTANBUL - EQUITY MARKET
AEFES.E,BORSA ISTANBUL - EQUITY MARKET
HAFNI,OSLO BORS ASA
EMG,LONDON STOCK EXCHANGE
PEUG,EURONEXT - EURONEXT PARIS
ENGI,EURONEXT - EURONEXT PARIS
COK,XETRA
EVT,XETRA
8TRA,XETRA
EDPR,OPERADOR DE MERCADO IBERICO DE ENERGIA - PORTUGAL
NOS,OPERADOR DE MERCADO IBERICO DE ENERGIA - PORTUGAL
NFG,LONDON STOCK EXCHANGE
WAVE,EURONEXT - EURONEXT PARIS
ABDN,LONDON STOCK EXCHANGE
AGHOL.E,BORSA ISTANBUL - EQUITY MARKET
ALLN,SIX SWISS EXCHANGE
ACS,BOLSA DE MADRID
COFA,EURONEXT - EURONEXT PARIS
GLJ,XETRA
IDS,LONDON STOCK EXCHANGE
EKT,XETRA
TMV,XETRA
SOP,EURONEXT - EURONEXT PARIS
GIVN,SIX SWISS EXCHANGE
BNP,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
SISE.E,BORSA ISTANBUL - EQUITY MARKET
VOE,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
EDP,OPERADOR DE MERCADO IBERICO DE ENERGIA - PORTUGAL
ICOS,ELECTRONIC SHARE MARKET
IIA,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
THULE,NASDAQ STOCKHOLM AB
CRL,ELECTRONIC SHARE MARKET
ICP,LONDON STOCK EXCHANGE
ISB,NASDAQ ICELAND HF.
OSB,LONDON STOCK EXCHANGE
HYQ,XETRA
ENEL,ELECTRONIC SHARE MARKET
KTN,XETRA
IRE,ELECTRONIC SHARE MARKET
BRD,SPOT REGULATED MARKET - BVB
CTPNV,EURONEXT - EURONEXT AMSTERDAM
VTSC,XETRA
BME,LONDON STOCK EXCHANGE
FBK,ELECTRONIC SHARE MARKET
AKSO,OSLO BORS ASA
OPAP,ATHENS EXCHANGE S.A. CASH MARKET
ADP,EURONEXT - EURONEXT PARIS
ALPHA,ATHENS EXCHANGE S.A. CASH MARKET
ETE,ATHENS EXCHANGE S.A. CASH MARKET
BILL,NASDAQ STOCKHOLM AB
MING,OSLO BORS ASA
ROO,LONDON STOCK EXCHANGE
ORP,EURONEXT - EURONEXT PARIS
PHLL,LONDON STOCK EXCHANGE
ALFA,NASDAQ STOCKHOLM AB
EVO,NASDAQ STOCKHOLM AB
WG.,LONDON STOCK EXCHANGE
IVG,ELECTRONIC SHARE MARKET
SHC,LONDON STOCK EXCHANGE
FDJ,EURONEXT - EURONEXT PARIS
NCH2,XETRA
VEON,EURONEXT - EURONEXT AMSTERDAM
ATRLJ B,NASDAQ STOCKHOLM AB
III,LONDON STOCK EXCHANGE
KNOS,LONDON STOCK EXCHANGE
PDX,FIRST NORTH SWEDEN - SME GROWTH MARKET
SVEG,OSLO BORS ASA
LIAB,NASDAQ STOCKHOLM AB
DSFIR,EURONEXT - EURONEXT AMSTERDAM
SYENS,EURONEXT - EURONEXT BRUSSELS
TYRES,NASDAQ HELSINKI LTD
SAX,XETRA
ALIF B,NASDAQ STOCKHOLM AB
TOKMAN,NASDAQ HELSINKI LTD
BEZ,LONDON STOCK EXCHANGE
CLN,SIX SWISS EXCHANGE
ULKER.E,BORSA ISTANBUL - EQUITY MARKET
EGL,OPERADOR DE MERCADO IBERICO DE ENERGIA - PORTUGAL
CCC,LONDON STOCK EXCHANGE
BESI,EURONEXT - EURONEXT AMSTERDAM
PFD,LONDON STOCK EXCHANGE
LOUP,EURONEXT - EURONEXT PARIS
VCT,LONDON STOCK EXCHANGE
SHEL,LONDON STOCK EXCHANGE
EURN,EURONEXT - EURONEXT BRUSSELS
FEES,MOSCOW EXCHANGE - ALL MARKETS
SENS,SIX SWISS EXCHANGE
SFSN,SIX SWISS EXCHANGE
HL.,LONDON STOCK EXCHANGE
TTKOM.E,BORSA ISTANBUL - EQUITY MARKET
SNG,SPOT REGULATED MARKET - BVB
QQ.,LONDON STOCK EXCHANGE
ENA,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
VLK,EURONEXT - EURONEXT AMSTERDAM
METSO,NASDAQ HELSINKI LTD
WIHL,NASDAQ STOCKHOLM AB
ONT,LONDON STOCK EXCHANGE
CAI,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
BAR,EURONEXT - EURONEXT BRUSSELS
BAYN,XETRA
IREN,SIX SWISS EXCHANGE
HEI,XETRA
SZG,XETRA
DTE,XETRA
SZU,XETRA
SAN,BOLSA DE MADRID
NHH,BOLSA DE MADRID
TEF,BOLSA DE MADRID
VIS,BOLSA DE MADRID
CA,EURONEXT - EURONEXT PARIS
CS,EURONEXT - EURONEXT PARIS
DEME,EURONEXT - EURONEXT BRUSSELS
HO,EURONEXT - EURONEXT PARIS
RXL,EURONEXT - EURONEXT PARIS
UPM,NASDAQ HELSINKI LTD
BHW,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
ICAD,EURONEXT - EURONEXT PARIS
FRVIA,EURONEXT - EURONEXT PARIS
MPARK.E,BORSA ISTANBUL - EQUITY MARKET
DG,EURONEXT - EURONEXT PARIS
MAU,EURONEXT - EURONEXT PARIS
RI,EURONEXT - EURONEXT PARIS
RNO,EURONEXT - EURONEXT PARIS
SK,EURONEXT - EURONEXT PARIS
SW,EURONEXT - EURONEXT PARIS
ALTA,EURONEXT - EURONEXT PARIS
TFI,EURONEXT - EURONEXT PARIS
BA.,LONDON STOCK EXCHANGE
BLND,LONDON STOCK EXCHANGE
CWK,LONDON STOCK EXCHANGE
DLN,LONDON STOCK EXCHANGE
GSK,LONDON STOCK EXCHANGE
JHD,LONDON STOCK EXCHANGE
HMSO,LONDON STOCK EXCHANGE
JMAT,LONDON STOCK EXCHANGE
EFGN,SIX SWISS EXCHANGE
KRX,IRISH STOCK EXCHANGE - ALL MARKET
LAND,LONDON STOCK EXCHANGE
LISN,SIX SWISS EXCHANGE
UU.,LONDON STOCK EXCHANGE
PSON,LONDON STOCK EXCHANGE
PSN,LONDON STOCK EXCHANGE
PIRC,ELECTRONIC SHARE MARKET
REL,LONDON STOCK EXCHANGE
RTO,LONDON STOCK EXCHANGE
RIO,LONDON STOCK EXCHANGE
NOVN,SIX SWISS EXCHANGE
SRP,LONDON STOCK EXCHANGE
SN.,LONDON STOCK EXCHANGE
TRYG,NASDAQ COPENHAGEN A/S
POST,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
SPX,LONDON STOCK EXCHANGE
ULVR,LONDON STOCK EXCHANGE
BALN,SIX SWISS EXCHANGE
ZURN,SIX SWISS EXCHANGE
NESN,SIX SWISS EXCHANGE
ROG,SIX SWISS EXCHANGE
CFR,SIX SWISS EXCHANGE
CFT,SIX SWISS EXCHANGE
SGSN,SIX SWISS EXCHANGE
FME,XETRA
LEHN,SIX SWISS EXCHANGE
LOGN,SIX SWISS EXCHANGE
SCHP,SIX SWISS EXCHANGE
SFZN,SIX SWISS EXCHANGE
SIKA,SIX SWISS EXCHANGE
ENT,LONDON STOCK EXCHANGE
SKAN,SIX SWISS EXCHANGE
IG,ELECTRONIC SHARE MARKET
DOM,LONDON STOCK EXCHANGE
APAM,EURONEXT - EURONEXT AMSTERDAM
SREN,SIX SWISS EXCHANGE
ALD,EURONEXT - EURONEXT PARIS
PGHN,SIX SWISS EXCHANGE
CATE,NASDAQ STOCKHOLM AB
WCH,XETRA
VLTSA,EURONEXT - EURONEXT PARIS
SPOL,OSLO BORS ASA
MCOV B,NASDAQ STOCKHOLM AB
MVC,BOLSA DE MADRID
TELIA,NASDAQ STOCKHOLM AB
DIA,ELECTRONIC SHARE MARKET
CAST,NASDAQ STOCKHOLM AB
COLO B,NASDAQ COPENHAGEN A/S
GRP,IRISH STOCK EXCHANGE - ALL MARKET
SMS,LONDON STOCK EXCHANGE
GN,NASDAQ COPENHAGEN A/S
FLS,NASDAQ COPENHAGEN A/S
VPK,EURONEXT - EURONEXT AMSTERDAM
WKL,EURONEXT - EURONEXT AMSTERDAM
BETS B,NASDAQ STOCKHOLM AB
MOWI,OSLO BORS ASA
AKER,OSLO BORS ASA
ATEA,OSLO BORS ASA
ORK,OSLO BORS ASA
ISP,ELECTRONIC SHARE MARKET
UCG,ELECTRONIC SHARE MARKET
US,ELECTRONIC SHARE MARKET
LATO B,NASDAQ STOCKHOLM AB
SHB A,NASDAQ STOCKHOLM AB
SAMPO,NASDAQ HELSINKI LTD
CHEMM,NASDAQ COPENHAGEN A/S
RHIM,LONDON STOCK EXCHANGE
AIXA,XETRA
MTELEKOM,BUDAPEST STOCK EXCHANGE
TAVHL.E,BORSA ISTANBUL - EQUITY MARKET
JTC,LONDON STOCK EXCHANGE
CCOLA.E,BORSA ISTANBUL - EQUITY MARKET
SAFE,LONDON STOCK EXCHANGE
1U1,XETRA
DWS,XETRA
ARG,EURONEXT - EURONEXT PARIS
ENJSA.E,BORSA ISTANBUL - EQUITY MARKET
NYF,NASDAQ STOCKHOLM AB
SLR,BOLSA DE MADRID
KRDMD.E,BORSA ISTANBUL - EQUITY MARKET
NDA,XETRA
VNA,XETRA
SESG,EURONEXT - EURONEXT PARIS
DOC,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
MONY,LONDON STOCK EXCHANGE
SOL,ELECTRONIC SHARE MARKET
ECV,XETRA
BEAN,SIX SWISS EXCHANGE
KSB,XETRA
NN,EURONEXT - EURONEXT AMSTERDAM
NP3,NASDAQ STOCKHOLM AB
CABK,BOLSA DE MADRID
ATE,EURONEXT - EURONEXT PARIS
EVK,XETRA
SIGN,SIX SWISS EXCHANGE
KGX,XETRA
TENERGY,ATHENS EXCHANGE S.A. CASH MARKET
AKSA.E,BORSA ISTANBUL - EQUITY MARKET
ALARK.E,BORSA ISTANBUL - EQUITY MARKET
BCP,OPERADOR DE MERCADO IBERICO DE ENERGIA - PORTUGAL
UTG,LONDON STOCK EXCHANGE
PAL,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
VSVS,LONDON STOCK EXCHANGE
CIMSA.E,BORSA ISTANBUL - EQUITY MARKET
ENI,ELECTRONIC SHARE MARKET
EREGL.E,BORSA ISTANBUL - EQUITY MARKET
EBS,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
ADE,OSLO BORS ASA
GFTU,LONDON STOCK EXCHANGE
ALE,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
VIE,EURONEXT - EURONEXT PARIS
LONN,SIX SWISS EXCHANGE
37773,XETRA
FRES,LONDON STOCK EXCHANGE
WRT1V,NASDAQ HELSINKI LTD
KWS,LONDON STOCK EXCHANGE
PLUS,LONDON STOCK EXCHANGE
EPRO B,NASDAQ STOCKHOLM AB
TKO,EURONEXT - EURONEXT PARIS
PETKM.E,BORSA ISTANBUL - EQUITY MARKET
VAKBN.E,BORSA ISTANBUL - EQUITY MARKET
SECU B,NASDAQ STOCKHOLM AB
BYG,LONDON STOCK EXCHANGE
BEIJ B,NASDAQ STOCKHOLM AB
SPNO,NASDAQ COPENHAGEN A/S
HTWS,LONDON STOCK EXCHANGE
EQNR,OSLO BORS ASA
SQN,SIX SWISS EXCHANGE
CEM,ELECTRONIC SHARE MARKET
BFSA,XETRA
THYAO.E,BORSA ISTANBUL - EQUITY MARKET
DATA,LONDON STOCK EXCHANGE
COR,OPERADOR DE MERCADO IBERICO DE ENERGIA - PORTUGAL
GNS,LONDON STOCK EXCHANGE
ENTRA,OSLO BORS ASA
AMBU B,NASDAQ COPENHAGEN A/S
JDEP,EURONEXT - EURONEXT AMSTERDAM
DHL,XETRA
FHZN,SIX SWISS EXCHANGE
TCAP,LONDON STOCK EXCHANGE
REY,ELECTRONIC SHARE MARKET
SCHA,OSLO BORS ASA
MRL,BOLSA DE MADRID
AZA,NASDAQ STOCKHOLM AB
CADLR,OSLO BORS ASA
CPR,ELECTRONIC SHARE MARKET
TPRO,ELECTRONIC SHARE MARKET
QLT,LONDON STOCK EXCHANGE
BG,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
EVD,XETRA
SOI,EURONEXT - EURONEXT PARIS
LOG,BOLSA DE MADRID
GETI B,NASDAQ STOCKHOLM AB
KBCA,EURONEXT - EURONEXT BRUSSELS
SUBC,OSLO BORS ASA
EMMN,SIX SWISS EXCHANGE
ADDT B,NASDAQ STOCKHOLM AB
LAGR B,NASDAQ STOCKHOLM AB
ARGX,EURONEXT - EURONEXT BRUSSELS
INF,LONDON STOCK EXCHANGE
SRG,ELECTRONIC SHARE MARKET
BMPS,ELECTRONIC SHARE MARKET
BUR,LONDON STOCK EXCHANGE
YUBICO,FIRST NORTH SWEDEN - SME GROWTH MARKET
PCO,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
ORSTED,NASDAQ COPENHAGEN A/S
ARCAD,EURONEXT - EURONEXT AMSTERDAM
AGR,LONDON STOCK EXCHANGE
VIMIAN,FIRST NORTH SWEDEN - SME GROWTH MARKET
MBK,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
ITP,EURONEXT - EURONEXT PARIS
ABN,EURONEXT - EURONEXT AMSTERDAM
MMK,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
KNIN,SIX SWISS EXCHANGE
DTG,XETRA
PROT,OSLO BORS ASA
KEDA,SIX SWISS EXCHANGE
IHP,LONDON STOCK EXCHANGE
OTP,BUDAPEST STOCK EXCHANGE
AUTO,OSLO BORS ASA
LSEG,LONDON STOCK EXCHANGE
THG,LONDON STOCK EXCHANGE
DIM,EURONEXT - EURONEXT PARIS
VIG,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)
1COV,XETRA
KOMB,PRAGUE STOCK EXCHANGE
COFB,EURONEXT - EURONEXT BRUSSELS
1SXP,XETRA
HER,ELECTRONIC SHARE MARKET
XIOR,EURONEXT - EURONEXT BRUSSELS
FTK,XETRA
HLE,XETRA
VACN,SIX SWISS EXCHANGE
TRMD A,NASDAQ COPENHAGEN A/S
SNGS,MOSCOW EXCHANGE - ALL MARKETS
SEM,OPERADOR DE MERCADO IBERICO DE ENERGIA - PORTUGAL
TRN,ELECTRONIC SHARE MARKET
MRK,XETRA
DOAS.E,BORSA ISTANBUL - EQUITY MARKET
BIM,EURONEXT - EURONEXT PARIS
GRF,BOLSA DE MADRID
NG.,LONDON STOCK EXCHANGE
CGCBV,NASDAQ HELSINKI LTD
AKE,EURONEXT - EURONEXT PARIS
BRKN,SIX SWISS EXCHANGE
PZU,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET
KOJAMO,NASDAQ HELSINKI LTD
LDA,BOLSA DE MADRID
VETO,EURONEXT - EURONEXT PARIS
ZEAL,NASDAQ COPENHAGEN A/S
SFER,ELECTRONIC SHARE MARKET
RENE,OPERADOR DE MERCADO IBERICO DE ENERGIA - PORTUGAL
AEGN,ATHENS EXCHANGE S.A. CASH MARKET
BFF,ELECTRONIC SHARE MARKET
PIA,ELECTRONIC SHARE MARKET
TOM2,EURONEXT - EURONEXT AMSTERDAM
DESN,SIX SWISS EXCHANGE
AAK,NASDAQ STOCKHOLM AB
KNEBV,NASDAQ HELSINKI LTD
